Nome;|V| [kV];|V| [kV];|V| [kV];|V| [pu];|V| [pu];|V| [pu];arg(V) [°];arg(V) [°];arg(V) [°];Nome;|V| [kV];|V| [kV];|V| [kV];|V| [pu];|V| [pu];|V| [pu];arg(V) [°];arg(V) [°];arg(V) [°]
Barra 1414;12,710907;13,482535;13,711834;0,92108;0,976995;0,993611;0,521535;-121,158685;120,915386;Barra 1414;12,767851;13,542779;13,774418;0,925207;0,981361;0,998146;0,125462;-121,560599;120,514203
Barra 1387;12,714736;13,481868;13,71092;0,921358;0,976947;0,993545;0,519711;-121,152783;120,910206;Barra 1387;12,771698;13,542109;13,773499;0,925485;0,981312;0,99808;0,123638;-121,554698;120,509024
Barra 1373;12,714848;13,481849;13,710893;0,921366;0,976946;0,993543;0,519657;-121,152611;120,910055;Barra 1373;12,77181;13,54209;13,773472;0,925493;0,981311;0,998078;0,123584;-121,554525;120,508873
Barra 1325;12,716844;13,481503;13,710415;0,92151;0,976921;0,993508;0,518691;-121,149532;120,907359;Barra 1325;12,773815;13,541742;13,772993;0,925639;0,981286;0,998043;0,122618;-121,551447;120,506177
Barra 1302;12,721807;13,480641;13,709228;0,92187;0,976858;0,993422;0,516308;-121,141878;120,900649;Barra 1302;12,7788;13,540876;13,771801;0,926;0,981223;0,997957;0,120235;-121,543793;120,499466
Barra 953;13,012838;13,479718;13,706889;0,942959;0,976791;0,993253;0,398362;-120,795094;120,538187;Barra 953;13,071124;13,539936;13,76947;0,947183;0,981155;0,997788;0,00232;-121,197055;120,137017
Barra 978;13,012838;13,479718;13,706889;0,942959;0,976791;0,993253;0,398362;-120,795094;120,538187;Barra 978;13,071124;13,539936;13,76947;0,947183;0,981155;0,997788;0,00232;-121,197055;120,137017
Barra 981;13,012812;13,479722;13,706895;0,942957;0,976791;0,993253;0,398374;-120,795134;120,538223;Barra 981;13,071098;13,539941;13,769476;0,947181;0,981155;0,997788;0,002332;-121,197096;120,137053
Barra 1023;13,012969;13,479695;13,706858;0,942969;0,97679;0,993251;0,398299;-120,794891;120,53801;Barra 1023;13,071256;13,539914;13,769439;0,947192;0,981153;0,997785;0,002258;-121,196852;120,13684
Barra 1039;13,012967;13,479696;13,706858;0,942969;0,97679;0,993251;0,398298;-120,794894;120,538014;Barra 1039;13,071253;13,539914;13,769439;0,947192;0,981153;0,997785;0,002256;-121,196856;120,136844
Barra 1059;13,012963;13,479697;13,706859;0,942968;0,97679;0,993251;0,398298;-120,7949;120,53802;Barra 1059;13,071249;13,539915;13,76944;0,947192;0,981153;0,997786;0,002256;-121,196862;120,13685
Barra 1058;13,01294;13,479701;13,706864;0,942967;0,97679;0,993251;0,398311;-120,794936;120,53805;Barra 1058;13,071226;13,539919;13,769446;0,94719;0,981154;0,997786;0,002269;-121,196898;120,13688
Barra 927;13,012896;13,479708;13,706875;0,942963;0,97679;0,993252;0,398335;-120,795005;120,53811;Barra 927;13,071182;13,539926;13,769457;0,947187;0,981154;0,997787;0,002293;-121,196967;120,13694
Barra 995;13,012971;13,479695;13,706857;0,942969;0,976789;0,993251;0,398299;-120,794888;120,538007;Barra 995;13,071258;13,539913;13,769438;0,947193;0,981153;0,997785;0,002257;-121,196849;120,136837
Barra 977;13,013196;13,479657;13,706804;0,942985;0,976787;0,993247;0,398192;-120,79454;120,537703;Barra 977;13,071483;13,539875;13,769385;0,947209;0,98115;0,997782;0,00215;-121,196502;120,136533
Barra 998;13,01318;13,47966;13,706807;0,942984;0,976787;0,993247;0,398192;-120,794563;120,537726;Barra 998;13,071467;13,539878;13,769388;0,947208;0,981151;0,997782;0,00215;-121,196525;120,136556
Barra 1256;12,727492;13,479654;13,707869;0,922282;0,976787;0,993324;0,513581;-121,133111;120,892963;Barra 1256;12,78451;13,539884;13,770436;0,926414;0,981151;0,997858;0,117509;-121,535027;120,491781
Barra 956;13,013222;13,479652;13,706797;0,942987;0,976786;0,993246;0,39818;-120,794499;120,537668;Barra 956;13,07151;13,53987;13,769379;0,947211;0,98115;0,997781;0,002138;-121,196461;120,136497
Barra 928;13,013356;13,479629;13,706765;0,942997;0,976785;0,993244;0,398116;-120,794291;120,537485;Barra 928;13,071645;13,539847;13,769346;0,947221;0,981148;0,997779;0,002074;-121,196253;120,136315
Barra 926;13,013667;13,479576;13,706691;0,943019;0,976781;0,993239;0,397969;-120,793809;120,537064;Barra 926;13,071957;13,539794;13,769272;0,947243;0,981145;0,997773;0,001927;-121,195771;120,135894
Barra 951;13,013663;13,479577;13,706692;0,943019;0,976781;0,993239;0,397971;-120,793816;120,537069;Barra 951;13,071953;13,539795;13,769273;0,947243;0,981145;0,997773;0,001929;-121,195778;120,135899
Barra 959;13,013656;13,479578;13,706694;0,943019;0,976781;0,993239;0,397975;-120,793828;120,53708;Barra 959;13,071945;13,539796;13,769275;0,947242;0,981145;0,997774;0,001933;-121,195789;120,13591
Barra 922;13,013716;13,479568;13,70668;0,943023;0,97678;0,993238;0,397946;-120,793734;120,536998;Barra 922;13,072006;13,539786;13,76926;0,947247;0,981144;0,997772;0,001904;-121,195696;120,135828
Barra 933;13,013716;13,479568;13,70668;0,943023;0,97678;0,993238;0,397946;-120,793734;120,536998;Barra 933;13,072006;13,539786;13,76926;0,947247;0,981144;0,997772;0,001904;-121,195696;120,135828
Barra 901;13,013919;13,479534;13,706632;0,943038;0,976778;0,993234;0,39785;-120,79342;120,536723;Barra 901;13,072209;13,539751;13,769212;0,947262;0,981141;0,997769;0,001808;-121,195382;120,135553
Barra 916;13,014233;13,47948;13,706557;0,94306;0,976774;0,993229;0,397701;-120,792933;120,536297;Barra 916;13,072525;13,539697;13,769137;0,947284;0,981137;0,997764;0,001659;-121,194895;120,135127
Barra 884;13,014579;13,479421;13,706474;0,943085;0,97677;0,993223;0,397537;-120,792397;120,535828;Barra 884;13,072873;13,539638;13,769054;0,94731;0,981133;0,997758;0,001495;-121,194359;120,134658
Barra 1234;12,734047;13,478516;13,706302;0,922757;0,976704;0,99321;0,51044;-121,123;120,884097;Barra 1234;12,791094;13,538741;13,768862;0,926891;0,981068;0,997744;0,114367;-121,524916;120,482916
Barra 1253;12,734044;13,478517;13,706303;0,922757;0,976704;0,99321;0,51044;-121,123003;120,884101;Barra 1253;12,791092;13,538742;13,768863;0,926891;0,981068;0,997744;0,114367;-121,52492;120,482919
Barra 838;13,020036;13,478492;13,705176;0,943481;0,976702;0,993129;0,394954;-120,783943;120,528429;Barra 838;13,078354;13,538704;13,76775;0,947707;0,981066;0,997663;-0,001088;-121,185905;120,127259
Barra 1220;12,752526;13,475311;13,701887;0,924096;0,976472;0,99289;0,5016;-121,094486;120,859095;Barra 1220;12,809655;13,535521;13,764428;0,928236;0,980835;0,997422;0,105528;-121,496405;120,457915
Barra 1197;12,752558;13,475305;13,70188;0,924098;0,976471;0,99289;0,501585;-121,094436;120,859051;Barra 1197;12,809688;13,535516;13,76442;0,928238;0,980834;0,997422;0,105512;-121,496355;120,457871
Barra 1172;12,757952;13,474371;13,700591;0,924489;0,976404;0,992796;0,49901;-121,086111;120,851751;Barra 1172;12,815105;13,534576;13,763127;0,928631;0,980766;0,997328;0,102937;-121,488031;120,450572
Barra 1202;12,757943;13,474373;13,700593;0,924489;0,976404;0,992797;0,499009;-121,086124;120,851764;Barra 1202;12,815096;13,534578;13,763128;0,92863;0,980767;0,997328;0,102937;-121,488044;120,450585
Barra 1139;12,772071;13,471925;13,69722;0,925512;0,976226;0,992552;0,492277;-121,064312;120,832633;Barra 1139;12,829287;13,532119;13,759741;0,929659;0,980588;0,997083;0,096205;-121,466233;120,431455
Barra 1192;12,772071;13,471925;13,69722;0,925512;0,976226;0,992552;0,492277;-121,064312;120,832633;Barra 1192;12,829287;13,532119;13,759741;0,929659;0,980588;0,997083;0,096205;-121,466233;120,431455
Barra 853;13,005865;13,471381;13,695588;0,942454;0,976187;0,992434;0,397889;-120,785859;120,541312;Barra 853;13,06412;13,531563;13,758117;0,946675;0,980548;0,996965;0,001842;-121,187817;120,140143
Barra 875;13,005849;13,471365;13,695571;0,942453;0,976186;0,992433;0,397887;-120,785857;120,541309;Barra 875;13,064105;13,531546;13,7581;0,946674;0,980547;0,996964;0,00184;-121,187815;120,14014
Barra 1125;12,775283;13,471369;13,696454;0,925745;0,976186;0,992497;0,490748;-121,059353;120,828284;Barra 1125;12,832513;13,531561;13,758971;0,929892;0,980548;0,997027;0,094676;-121,461275;120,427106
Barra 1147;12,775283;13,471369;13,696454;0,925745;0,976186;0,992497;0,490748;-121,059353;120,828284;Barra 1147;12,832513;13,531561;13,758971;0,929892;0,980548;0,997027;0,094676;-121,461275;120,427106
Barra 1280;12,809705;13,465414;13,688244;0,92824;0,975755;0,991902;0,47443;-121,006177;120,781628;Barra 1280;12,867088;13,525578;13,750726;0,932398;0,980114;0,996429;0,078359;-121,408103;120,380453
Barra 1275;12,809693;13,465416;13,688247;0,928239;0,975755;0,991902;0,474436;-121,006196;120,781644;Barra 1275;12,867076;13,52558;13,750729;0,932397;0,980114;0,99643;0,078365;-121,408122;120,380469
Barra 1296;12,809705;13,465414;13,688244;0,928239;0,975755;0,991902;0,47443;-121,006178;120,781628;Barra 1296;12,867088;13,525578;13,750726;0,932398;0,980114;0,996429;0,078359;-121,408104;120,380453
Barra 1298;12,809685;13,465417;13,688249;0,928238;0,975755;0,991902;0,47444;-121,006209;120,781655;Barra 1298;12,867068;13,525581;13,750731;0,932396;0,980115;0,99643;0,078369;-121,408135;120,38048
Barra 1250;12,809717;13,465412;13,688241;0,92824;0,975754;0,991902;0,474425;-121,006159;120,781612;Barra 1250;12,8671;13,525576;13,750723;0,932399;0,980114;0,996429;0,078354;-121,408085;120,380437
Barra 1278;12,809717;13,465412;13,688241;0,92824;0,975754;0,991902;0,474425;-121,006159;120,781612;Barra 1278;12,8671;13,525576;13,750723;0,932399;0,980114;0,996429;0,078354;-121,408085;120,380437
Barra 1348;12,809866;13,465386;13,688206;0,928251;0,975753;0,991899;0,474353;-121,005928;120,781409;Barra 1348;12,86725;13,52555;13,750687;0,932409;0,980112;0,996427;0,078282;-121,407854;120,380234
Barra 1226;12,809807;13,465396;13,68822;0,928247;0,975753;0,9919;0,474381;-121,00602;120,78149;Barra 1226;12,86719;13,52556;13,750702;0,932405;0,980113;0,996428;0,07831;-121,407946;120,380315
Barra 1255;12,809804;13,465397;13,68822;0,928247;0,975753;0,9919;0,474381;-121,006024;120,781494;Barra 1255;12,867188;13,525561;13,750702;0,932405;0,980113;0,996428;0,07831;-121,40795;120,380319
Barra 1194;12,810031;13,465358;13,688166;0,928263;0,975751;0,991896;0,474274;-121,005674;120,781187;Barra 1194;12,867415;13,525522;13,750648;0,932421;0,98011;0,996424;0,078203;-121,4076;120,380012
Barra 1277;12,81011;13,465344;13,688147;0,928269;0,97575;0,991895;0,474235;-121,00555;120,781079;Barra 1277;12,867495;13,525508;13,750629;0,932427;0,980109;0,996422;0,078164;-121,407476;120,379904
Barra 1306;12,810067;13,465352;13,688158;0,928266;0,97575;0,991895;0,474256;-121,005618;120,781138;Barra 1306;12,867452;13,525515;13,750639;0,932424;0,98011;0,996423;0,078185;-121,407544;120,379963
Barra 1329;12,810054;13,465354;13,688161;0,928265;0,97575;0,991896;0,474262;-121,005637;120,781155;Barra 1329;12,867439;13,525518;13,750642;0,932423;0,98011;0,996423;0,078191;-121,407563;120,37998
Barra 1352;12,810051;13,465354;13,688162;0,928265;0,97575;0,991896;0,474264;-121,005643;120,78116;Barra 1352;12,867435;13,525518;13,750643;0,932423;0,98011;0,996423;0,078193;-121,407569;120,379985
Barra 1350;12,810049;13,465355;13,688162;0,928264;0,97575;0,991896;0,474262;-121,005646;120,781163;Barra 1350;12,867433;13,525519;13,750643;0,932423;0,98011;0,996423;0,078191;-121,407572;120,379988
Barra 1221;12,81018;13,465332;13,688131;0,928274;0,975749;0,991894;0,474202;-121,005443;120,780985;Barra 1221;12,867565;13,525496;13,750612;0,932432;0,980108;0,996421;0,078131;-121,407369;120,37981
Barra 1248;12,810179;13,465332;13,688131;0,928274;0,975749;0,991894;0,474202;-121,005444;120,780986;Barra 1248;12,867564;13,525496;13,750612;0,932432;0,980108;0,996421;0,078131;-121,40737;120,379811
Barra 1257;12,810149;13,465337;13,688138;0,928272;0,975749;0,991894;0,474217;-121,005491;120,781027;Barra 1257;12,867534;13,525501;13,75062;0,93243;0,980109;0,996422;0,078146;-121,407417;120,379852
Barra 1279;12,810147;13,465338;13,688139;0,928271;0,975749;0,991894;0,474217;-121,005494;120,78103;Barra 1279;12,867532;13,525502;13,75062;0,93243;0,980109;0,996422;0,078146;-121,40742;120,379855
Barra 1165;12,810267;13,465317;13,68811;0,92828;0,975748;0,991892;0,47416;-121,005308;120,780867;Barra 1165;12,867653;13,525481;13,750591;0,932439;0,980107;0,99642;0,078089;-121,407234;120,379692
Barra 1193;12,810266;13,465317;13,68811;0,92828;0,975748;0,991892;0,47416;-121,00531;120,780869;Barra 1193;12,867651;13,525481;13,750592;0,932438;0,980107;0,99642;0,078089;-121,407236;120,379694
Barra 1195;12,810237;13,465322;13,688117;0,928278;0,975748;0,991893;0,474175;-121,005355;120,780908;Barra 1195;12,867622;13,525486;13,750599;0,932436;0,980108;0,99642;0,078104;-121,407281;120,379733
Barra 1223;12,81023;13,465324;13,688119;0,928278;0,975748;0,991893;0,474174;-121,005365;120,780917;Barra 1223;12,867616;13,525487;13,7506;0,932436;0,980108;0,99642;0,078103;-121,407291;120,379742
Barra 1146;12,810394;13,465295;13,688079;0,928289;0,975746;0,99189;0,474099;-121,005111;120,780694;Barra 1146;12,867781;13,525459;13,750561;0,932448;0,980106;0,996417;0,078028;-121,407037;120,379519
Barra 1170;12,810365;13,4653;13,688086;0,928287;0,975746;0,99189;0,474113;-121,005156;120,780734;Barra 1170;12,867751;13,525464;13,750568;0,932446;0,980106;0,996418;0,078042;-121,407082;120,379559
Barra 1107;12,812866;13,46487;13,687489;0,928469;0,975715;0,991847;0,47291;-121,001288;120,777346;Barra 1107;12,870263;13,525031;13,749968;0,932628;0,980075;0,996374;0,076839;-121,403214;120,376172
Barra 878;12,985435;13,461201;13,681824;0,940974;0,975449;0,991437;0,402108;-120,788726;120,55998;Barra 878;13,043599;13,521339;13,744288;0,945188;0,979807;0,995963;0,006053;-121,190679;120,158812
Barra 897;12,985432;13,461198;13,681821;0,940973;0,975449;0,991436;0,402109;-120,788725;120,559981;Barra 897;13,043597;13,521336;13,744285;0,945188;0,979807;0,995963;0,006054;-121,190677;120,158813
Barra 1085;12,852364;13,458057;13,678077;0,931331;0,975222;0,991165;0,454246;-120,940199;120,723749;Barra 1085;12,909936;13,518187;13,740515;0,935503;0,979579;0,995689;0,058176;-121,34213;120,322577
Barra 1103;12,852364;13,458057;13,678077;0,931331;0,975222;0,991165;0,454246;-120,940199;120,723749;Barra 1103;12,909936;13,518187;13,740515;0,935503;0,979579;0,995689;0,058176;-121,34213;120,322577
Barra 1075;12,858193;13,457053;13,676689;0,931753;0,975149;0,991064;0,451502;-120,931179;120,715833;Barra 1075;12,915791;13,517178;13,739121;0,935927;0,979506;0,995588;0,055432;-121,33311;120,314662
Barra 1061;12,858224;13,457047;13,676682;0,931755;0,975148;0,991064;0,451487;-120,93113;120,71579;Barra 1061;12,915823;13,517172;13,739113;0,935929;0,979505;0,995588;0,055417;-121,333061;120,314619
Barra 1078;12,858219;13,457048;13,676683;0,931755;0,975148;0,991064;0,45149;-120,931139;120,715798;Barra 1078;12,915817;13,517173;13,739115;0,935929;0,979505;0,995588;0,05542;-121,33307;120,314627
Barra 1042;12,858323;13,45703;13,676658;0,931763;0,975147;0,991062;0,45144;-120,930977;120,715657;Barra 1042;12,915922;13,517155;13,73909;0,935936;0,979504;0,995586;0,05537;-121,332909;120,314485
Barra 1060;12,869401;13,455123;13,674021;0,932565;0,975009;0,990871;0,44623;-120,913831;120,700609;Barra 1060;12,927049;13,515239;13,736441;0,936743;0,979365;0,995394;0,05016;-121,315764;120,299438
Barra 1074;12,869399;13,455123;13,674021;0,932565;0,975009;0,990871;0,446231;-120,913834;120,700611;Barra 1074;12,927047;13,515239;13,736442;0,936743;0,979365;0,995394;0,050161;-121,315766;120,299441
Barra 1077;12,869397;13,455124;13,674022;0,932565;0,975009;0,990871;0,44623;-120,913837;120,700615;Barra 1077;12,927045;13,51524;13,736442;0,936742;0,979365;0,995394;0,05016;-121,315769;120,299444
Barra 1102;12,869399;13,455123;13,674021;0,932565;0,975009;0,990871;0,446231;-120,913834;120,700611;Barra 1102;12,927047;13,515239;13,736442;0,936743;0,979365;0,995394;0,050161;-121,315766;120,299441
Barra 1104;12,869373;13,455128;13,674028;0,932563;0,975009;0,990872;0,446243;-120,913874;120,700646;Barra 1104;12,927021;13,515244;13,736448;0,936741;0,979365;0,995395;0,050173;-121,315806;120,299476
Barra 1022;12,869546;13,455098;13,673986;0,932576;0,975007;0,990869;0,44616;-120,913606;120,700412;Barra 1022;12,927195;13,515214;13,736407;0,936753;0,979363;0,995392;0,05009;-121,315538;120,299241
Barra 992;12,870518;13,454931;13,673755;0,932646;0,974995;0,990852;0,445704;-120,912101;120,699091;Barra 992;12,928171;13,515046;13,736174;0,936824;0,979351;0,995375;0,049634;-121,314034;120,297921
Barra 1026;12,870503;13,454934;13,673758;0,932645;0,974995;0,990852;0,445703;-120,912122;120,699112;Barra 1026;12,928157;13,515049;13,736177;0,936823;0,979351;0,995375;0,049633;-121,314055;120,297942
Barra 898;12,967512;13,452286;13,669763;0,939675;0,974803;0,990563;0,405815;-120,791268;120,576403;Barra 898;13,025597;13,512385;13,73217;0,943884;0,979158;0,995085;0,009754;-121,193215;120,175236
Barra 908;12,967509;13,452286;13,669763;0,939675;0,974803;0,990563;0,405815;-120,791272;120,576406;Barra 908;13,025594;13,512386;13,73217;0,943884;0,979158;0,995085;0,009754;-121,193219;120,17524
Barra 958;12,937232;13,443473;13,657893;0,937481;0,974165;0,989702;0,414502;-120,808733;120,608349;Barra 958;12,995182;13,503535;13,720244;0,94168;0,978517;0,994221;0,018433;-121,210673;120,207183
Barra 910;12,946602;13,441867;13,655668;0,93816;0,974048;0,989541;0,410145;-120,7942;120,595587;Barra 910;13,004594;13,501921;13,718009;0,942362;0,9784;0,994059;0,014077;-121,196141;120,194422
Barra 939;12,929762;13,408886;13,610839;0,936939;0,971658;0,986293;0,404186;-120,744625;120,594754;Barra 939;12,987678;13,468795;13,672972;0,941136;0,976;0,990795;0,008098;-121,146554;120,193595
Barra 944;12,929755;13,408887;13,610841;0,936939;0,971658;0,986293;0,404189;-120,744635;120,594763;Barra 944;12,987672;13,468797;13,672974;0,941136;0,976;0,990795;0,008101;-121,146565;120,193605
Barra 945;12,923901;13,397273;13,59505;0,936515;0,970817;0,985149;0,402055;-120,727023;120,594371;Barra 945;12,981791;13,457131;13,657111;0,94071;0,975154;0,989646;0,00596;-121,128949;120,193215
Barra 982;12,923899;13,397271;13,595048;0,936514;0,970817;0,985148;0,402055;-120,727023;120,594371;Barra 982;12,98179;13,457129;13,657109;0,940709;0,975154;0,989646;0,00596;-121,128948;120,193215
Barra 971;12,920812;13,391137;13,586703;0,936291;0,970372;0,984544;0,400918;-120,717694;120,594162;Barra 971;12,978688;13,450969;13,648724;0,940485;0,974708;0,989038;0,00482;-121,119618;120,193007
Barra 993;12,920812;13,391137;13,586703;0,936291;0,970372;0,984544;0,400918;-120,717694;120,594162;Barra 993;12,978688;13,450969;13,648724;0,940485;0,974708;0,989038;0,00482;-121,119618;120,193007
Barra 1044;12,916333;13,382201;13,57397;0,935966;0,969725;0,983621;0,398532;-120,703322;120,594051;Barra 1044;12,97419;13,441993;13,635933;0,940159;0,974057;0,988111;0,002429;-121,105243;120,192897
Barra 990;12,916261;13,3821;13,574406;0,935961;0,969717;0,983653;0,399242;-120,703938;120,593853;Barra 990;12,974118;13,441892;13,636371;0,940153;0,97405;0,988143;0,003139;-121,105859;120,192699
Barra 1016;12,913312;13,376255;13,566612;0,935747;0,969294;0,983088;0,398362;-120,695245;120,593598;Barra 1016;12,971155;13,436021;13,628541;0,939939;0,973625;0,987575;0,002255;-121,097164;120,192446
Barra 1050;12,911353;13,372373;13,561436;0,935605;0,969013;0,982713;0,397777;-120,689468;120,593429;Barra 1050;12,969188;13,432122;13,623341;0,939796;0,973342;0,987199;0,001668;-121,091385;120,192277
Barra 1067;12,911353;13,372373;13,561436;0,935605;0,969013;0,982713;0,397777;-120,689468;120,593429;Barra 1067;12,969188;13,432122;13,623341;0,939796;0,973342;0,987199;0,001668;-121,091385;120,192277
Barra 1099;12,911353;13,372373;13,561436;0,935605;0,969013;0,982713;0,397777;-120,689468;120,593429;Barra 1099;12,969188;13,432122;13,623341;0,939796;0,973342;0,987199;0,001668;-121,091385;120,192277
Barra 1106;12,911393;13,372208;13,561462;0,935608;0,969001;0,982715;0,398013;-120,689392;120,593169;Barra 1106;12,969228;13,431956;13,623367;0,939799;0,97333;0,9872;0,001904;-121,091309;120,192017
Barra 1166;12,904816;13,359333;13,540684;0,935132;0,968068;0,981209;0,391556;-120,665604;120,594106;Barra 1166;12,962621;13,419025;13,602492;0,93932;0,972393;0,985688;-0,004561;-121,067517;120,192957
Barra 1143;12,904789;13,359295;13,540847;0,93513;0,968065;0,981221;0,391822;-120,665835;120,594032;Barra 1143;12,962595;13,418987;13,602656;0,939318;0,97239;0,9857;-0,004295;-121,067747;120,192883
Barra 1145;12,904784;13,359289;13,540875;0,935129;0,968064;0,981223;0,391868;-120,665875;120,594019;Barra 1145;12,96259;13,418981;13,602684;0,939318;0,97239;0,985702;-0,004249;-121,067787;120,19287
Barra 1126;12,904766;13,359263;13,540986;0,935128;0,968063;0,981231;0,392049;-120,666032;120,593968;Barra 1126;12,962572;13,418955;13,602796;0,939317;0,972388;0,98571;-0,004068;-121,067945;120,192819
Barra 1149;12,904766;13,359263;13,540986;0,935128;0,968063;0,981231;0,392049;-120,666032;120,593968;Barra 1149;12,962572;13,418955;13,602796;0,939317;0,972388;0,98571;-0,004068;-121,067945;120,192819
Barra 1065;12,904412;13,358767;13,543144;0,935102;0,968027;0,981387;0,39557;-120,669088;120,592986;Barra 1065;12,962216;13,418456;13,604964;0,939291;0,972352;0,985867;-0,000547;-121,071;120,191837
Barra 1124;12,891357;13,333335;13,511212;0,934156;0,966184;0,979073;0,394322;-120,633925;120,59138;Barra 1124;12,949103;13,392913;13,572884;0,938341;0,970501;0,983542;-0,001808;-121,035829;120,190236
Barra 1100;12,891347;13,333321;13,511275;0,934156;0,966183;0,979078;0,394425;-120,634014;120,591351;Barra 1100;12,949092;13,392899;13,572947;0,93834;0,9705;0,983547;-0,001706;-121,035918;120,190207
Barra 1128;12,882686;13,316473;13,490423;0,933528;0,964962;0,977567;0,393988;-120,611055;120,590178;Barra 1128;12,940393;13,375977;13,551999;0,93771;0,969274;0,982029;-0,002152;-121,012954;120,189037
Barra 1517;12,875144;13,299146;13,447196;0,932981;0,963706;0,974434;0,356633;-120,571576;120,579874;Barra 1517;12,932818;13,358574;13,508572;0,937161;0,968013;0,978882;-0,039522;-120,973464;120,178735
Barra 1487;12,875127;13,299122;13,447299;0,93298;0,963705;0,974442;0,356802;-120,571722;120,579826;Barra 1487;12,932801;13,35855;13,508676;0,937159;0,968011;0,97889;-0,039353;-120,973611;120,178688
Barra 1504;12,875128;13,299123;13,447295;0,93298;0,963705;0,974442;0,356796;-120,571717;120,579826;Barra 1504;12,932802;13,358551;13,508672;0,93716;0,968011;0,978889;-0,039359;-120,973605;120,178688
Barra 1557;12,875059;13,299026;13,447715;0,932975;0,963698;0,974472;0,357481;-120,572313;120,579636;Barra 1557;12,932732;13,358454;13,509093;0,937155;0,968004;0,97892;-0,038674;-120,974201;120,178498
Barra 1571;12,875061;13,29903;13,447701;0,932975;0,963698;0,974471;0,357459;-120,572293;120,579642;Barra 1571;12,932735;13,358457;13,50908;0,937155;0,968004;0,978919;-0,038696;-120,974182;120,178504
Barra 1587;12,875061;13,29903;13,447701;0,932975;0,963698;0,974471;0,357459;-120,572293;120,579642;Barra 1587;12,932735;13,358457;13,50908;0,937155;0,968004;0,978919;-0,038696;-120,974182;120,178504
Barra 1595;12,875061;13,29903;13,4477;0,932975;0,963698;0,974471;0,357457;-120,572291;120,579642;Barra 1595;12,932735;13,358457;13,509079;0,937155;0,968004;0,978919;-0,038698;-120,97418;120,178504
Barra 1538;12,875057;13,299024;13,447725;0,932975;0,963697;0,974473;0,357498;-120,572327;120,579631;Barra 1538;12,932731;13,358451;13,509104;0,937154;0,968004;0,978921;-0,038657;-120,974216;120,178493
Barra 1565;12,875058;13,299024;13,447724;0,932975;0,963697;0,974473;0,357496;-120,572325;120,579631;Barra 1565;12,932731;13,358452;13,509103;0,937154;0,968004;0,97892;-0,038659;-120,974214;120,178493
Barra 1506;12,875046;13,299009;13,447792;0,932974;0,963696;0,974478;0,357607;-120,572422;120,5796;Barra 1506;12,93272;13,358436;13,509171;0,937154;0,968003;0,978925;-0,038547;-120,974311;120,178462
Barra 1464;12,875016;13,298966;13,447977;0,932972;0,963693;0,974491;0,357909;-120,572684;120,579516;Barra 1464;12,932689;13,358393;13,509356;0,937151;0,968;0,978939;-0,038246;-120,974573;120,178378
Barra 1570;12,874982;13,298919;13,448181;0,93297;0,96369;0,974506;0,358244;-120,572975;120,579422;Barra 1570;12,932655;13,358346;13,509562;0,937149;0,967996;0,978954;-0,037911;-120,974864;120,178284
Barra 1544;12,874977;13,298911;13,448216;0,932969;0,963689;0,974508;0,358301;-120,573025;120,579406;Barra 1544;12,93265;13,358338;13,509597;0,937149;0,967995;0,978956;-0,037854;-120,974913;120,178268
Barra 1558;12,874977;13,298911;13,448215;0,932969;0,963689;0,974508;0,358298;-120,573022;120,579406;Barra 1558;12,93265;13,358338;13,509596;0,937149;0,967996;0,978956;-0,037856;-120,974911;120,178268
Barra 1460;12,874953;13,298878;13,448359;0,932968;0,963687;0,974519;0,358534;-120,573227;120,57934;Barra 1460;12,932626;13,358305;13,509741;0,937147;0,967993;0,978967;-0,037621;-120,975116;120,178202
Barra 1442;12,874951;13,298874;13,448375;0,932967;0,963687;0,97452;0,358559;-120,573249;120,579333;Barra 1442;12,932623;13,358301;13,509756;0,937147;0,967993;0,978968;-0,037595;-120,975138;120,178195
Barra 1507;12,874937;13,298855;13,44846;0,932966;0,963685;0,974526;0,358699;-120,57337;120,579294;Barra 1507;12,932609;13,358281;13,509842;0,937146;0,967991;0,978974;-0,037456;-120,975259;120,178156
Barra 1542;12,874937;13,298855;13,448457;0,932966;0,963685;0,974526;0,358694;-120,573366;120,579294;Barra 1542;12,93261;13,358282;13,509839;0,937146;0,967991;0,978974;-0,03746;-120,975255;120,178156
Barra 1492;12,874918;13,298828;13,448576;0,932965;0,963683;0,974535;0,358889;-120,573536;120,579241;Barra 1492;12,93259;13,358254;13,509959;0,937144;0,967989;0,978983;-0,037265;-120,975425;120,178103
Barra 1508;12,874919;13,29883;13,448566;0,932965;0,963683;0,974534;0,358871;-120,573521;120,579246;Barra 1508;12,932592;13,358257;13,509948;0,937144;0,96799;0,978982;-0,037283;-120,975409;120,178108
Barra 1466;12,874879;13,298774;13,448809;0,932962;0,963679;0,974551;0,359269;-120,573866;120,579134;Barra 1466;12,932552;13,3582;13,510192;0,937141;0,967986;0,978999;-0,036886;-120,975754;120,177996
Barra 1451;12,87487;13,29876;13,448868;0,932962;0,963678;0,974556;0,359367;-120,573951;120,579107;Barra 1451;12,932542;13,358187;13,510252;0,937141;0,967985;0,979004;-0,036788;-120,975839;120,177969
Barra 1425;12,874868;13,298759;13,448876;0,932961;0,963678;0,974556;0,359378;-120,573961;120,579104;Barra 1425;12,932541;13,358185;13,51026;0,937141;0,967984;0,979004;-0,036776;-120,97585;120,177966
