Nome;|V| [kV];|V| [kV];|V| [kV];|V| [pu];|V| [pu];|V| [pu];arg(V) [°];arg(V) [°];arg(V) [°];Nome;|V| [kV];|V| [kV];|V| [kV];|V| [pu];|V| [pu];|V| [pu];arg(V) [°];arg(V) [°];arg(V) [°]
Barra 147;13,965103;14,06827;14,093173;1,011964;1,01944;1,021244;-0,327157;-120,419717;119,864462;Barra 147;14,047808;14,15159;14,178576;1,017957;1,025478;1,027433;-0,810856;-120,912132;119,37454
Barra 1477;13,929968;14,068266;13,785671;1,009418;1,01944;0,998962;-0,74655;-120,112368;119,641688;Barra 1477;14,012497;14,151616;13,869223;1,015398;1,025479;1,005016;-1,230342;-120,604666;119,151765
Barra 199;14,040699;14,068242;14,13282;1,017442;1,019438;1,024117;-0,178994;-120,349482;119,825686;Barra 199;14,103551;14,131019;14,197442;1,021996;1,023987;1,0288;-0,574738;-120,751683;119,424448
Barra 205;14,040699;14,068242;14,13282;1,017442;1,019438;1,024117;-0,178994;-120,349482;119,825686;Barra 205;14,103551;14,131019;14,197442;1,021996;1,023987;1,0288;-0,574738;-120,751683;119,424448
Barra 1449;13,93009;14,068246;13,785642;1,009427;1,019438;0,99896;-0,746604;-120,112185;119,641524;Barra 1449;14,012619;14,151597;13,869194;1,015407;1,025478;1,005014;-1,230396;-120,604482;119,151601
Barra 1412;13,93052;14,068178;13,785539;1,009458;1,019433;0,998952;-0,746794;-120,111538;119,640947;Barra 1412;14,013051;14,151528;13,86909;1,015438;1,025473;1,005007;-1,230586;-120,603836;119,151024
Barra 1416;13,930916;14,068115;13,785444;1,009487;1,019429;0,998945;-0,74697;-120,110941;119,640415;Barra 1416;14,01345;14,151465;13,868995;1,015467;1,025468;1,005;-1,230762;-120,603239;119,150492
Barra 1401;13,930941;14,068111;13,785438;1,009489;1,019428;0,998945;-0,746981;-120,110903;119,640381;Barra 1401;14,013475;14,151461;13,868989;1,015469;1,025468;1,004999;-1,230773;-120,603201;119,150458
Barra 1375;13,931731;14,067986;13,785249;1,009546;1,019419;0,998931;-0,74733;-120,109715;119,63932;Barra 1375;14,014269;14,151335;13,868799;1,015527;1,025459;1,004985;-1,231122;-120,602013;119,149397
Barra 1314;13,931987;14,067945;13,785188;1,009564;1,019416;0,998927;-0,747443;-120,109329;119,638976;Barra 1314;14,014527;14,151294;13,868737;1,015545;1,025456;1,004981;-1,231236;-120,601627;119,149053
Barra 209;14,040821;14,067729;14,132903;1,017451;1,019401;1,024123;-0,178316;-120,349258;119,824921;Barra 209;14,103674;14,130504;14,197525;1,022005;1,02395;1,028806;-0,57406;-120,751459;119,423683
Barra 213;14,040827;14,067705;14,132907;1,017451;1,019399;1,024124;-0,178284;-120,349247;119,824885;Barra 213;14,10368;14,13048;14,197529;1,022006;1,023948;1,028806;-0,574028;-120,751448;119,423646
Barra 1312;13,934709;14,067514;13,784536;1,009761;1,019385;0,998879;-0,748647;-120,10523;119,635318;Barra 1312;14,017265;14,15086;13,868081;1,015744;1,025425;1,004933;-1,232439;-120,597529;119,145396
Barra 1331;13,934709;14,067514;13,784536;1,009761;1,019385;0,998879;-0,748647;-120,10523;119,635318;Barra 1331;14,017265;14,15086;13,868081;1,015744;1,025425;1,004933;-1,232439;-120,597529;119,145396
Barra 215;14,040885;14,067461;14,132946;1,017455;1,019381;1,024127;-0,177961;-120,34914;119,82452;Barra 215;14,103738;14,130235;14,197569;1,02201;1,02393;1,028809;-0,573705;-120,751341;119,423282
Barra 154;13,963852;14,067291;14,092117;1,011873;1,019369;1,021168;-0,327309;-120,419989;119,864732;Barra 154;14,046553;14,150609;14,177516;1,017866;1,025406;1,027356;-0,811008;-120,912404;119,37481
Barra 1276;13,936213;14,067275;13,784176;1,009871;1,019368;0,998853;-0,749312;-120,102965;119,633296;Barra 1276;14,018779;14,150619;13,867719;1,015854;1,025407;1,004907;-1,233104;-120,595263;119,143374
Barra 1309;13,936213;14,067275;13,784176;1,009871;1,019368;0,998853;-0,749312;-120,102965;119,633296;Barra 1309;14,018779;14,150619;13,867719;1,015854;1,025407;1,004907;-1,233104;-120,595263;119,143374
Barra 1203;13,942879;14,067152;13,778564;1,010354;1,019359;0,998447;-0,757695;-120,088196;119,624768;Barra 1203;14,025484;14,150495;13,862074;1,016339;1,025398;1,004498;-1,241489;-120,580494;119,134846
Barra 162;13,963398;14,066835;14,091661;1,01184;1,019336;1,021135;-0,327329;-120,420006;119,864705;Barra 162;14,046099;14,150153;14,177061;1,017833;1,025373;1,027323;-0,811029;-120,912421;119,374783
Barra 1213;13,939238;14,066795;13,783452;1,01009;1,019333;0,998801;-0,750649;-120,09841;119,629231;Barra 1213;14,021821;14,150137;13,866991;1,016074;1,025372;1,004854;-1,234441;-120,590709;119,139309
Barra 1196;13,939635;14,066732;13,783357;1,010118;1,019328;0,998794;-0,750824;-120,097811;119,628697;Barra 1196;14,022221;14,150073;13,866895;1,016103;1,025368;1,004847;-1,234616;-120,59011;119,138775
Barra 1232;13,939634;14,066733;13,783357;1,010118;1,019328;0,998794;-0,750824;-120,097813;119,628699;Barra 1232;14,022219;14,150074;13,866895;1,016103;1,025368;1,004847;-1,234616;-120,590112;119,138777
Barra 1168;13,942472;14,066565;13,781023;1,010324;1,019316;0,998625;-0,75399;-120,091441;119,623678;Barra 1168;14,025075;14,149905;13,864548;1,01631;1,025355;1,004677;-1,237783;-120,583739;119,133756
Barra 1150;13,941955;14,066365;13,782801;1,010287;1,019302;0,998754;-0,751849;-120,094318;119,62558;Barra 1150;14,024554;14,149703;13,866337;1,016272;1,025341;1,004807;-1,235641;-120,586617;119,135658
Barra 1131;13,941271;14,065199;13,789599;1,010237;1,019217;0,999246;-0,742069;-120,103939;119,630799;Barra 1131;14,023866;14,14853;13,873175;1,016222;1,025256;1,005303;-1,225859;-120,59624;119,140878
Barra 1154;13,941272;14,065191;13,7896;1,010237;1,019217;0,999246;-0,742058;-120,103939;119,630788;Barra 1154;14,023867;14,148522;13,873177;1,016222;1,025255;1,005303;-1,225848;-120,59624;119,140866
Barra 156;13,960551;14,064787;14,089384;1,011634;1,019187;1,02097;-0,327734;-120,420767;119,865539;Barra 156;14,043242;14,148099;14,174776;1,017626;1,025225;1,027158;-0,811434;-120,913181;119,375618
Barra 173;14,025814;14,064712;14,126286;1,016363;1,019182;1,023644;-0,19163;-120,355847;119,836225;Barra 173;14,088601;14,127475;14,190877;1,020913;1,02373;1,028324;-0,587375;-120,758043;119,434985
Barra 170;13,959703;14,064149;14,088668;1,011573;1,019141;1,020918;-0,328471;-120,421441;119,865233;Barra 170;14,042391;14,14746;14,174058;1,017565;1,025178;1,027106;-0,81217;-120,913852;119,375314
Barra 179;14,024981;14,063973;14,125984;1,016303;1,019129;1,023622;-0,191754;-120,357022;119,836019;Barra 179;14,087764;14,126733;14,190574;1,020852;1,023676;1,028302;-0,587499;-120,759218;119,43478
Barra 190;14,024881;14,063874;14,125884;1,016296;1,019121;1,023615;-0,191945;-120,357212;119,835828;Barra 190;14,087665;14,126634;14,190474;1,020845;1,023669;1,028295;-0,58769;-120,759407;119,43459
Barra 182;14,024078;14,063173;14,125661;1,016238;1,019071;1,023599;-0,191883;-120,358302;119,8358;Barra 182;14,086857;14,12593;14,19025;1,020787;1,023618;1,028279;-0,587629;-120,760498;119,434561
Barra 192;14,024078;14,063173;14,125661;1,016238;1,019071;1,023599;-0,191883;-120,358302;119,8358;Barra 192;14,086857;14,12593;14,19025;1,020787;1,023618;1,028279;-0,587629;-120,760498;119,434561
Barra 1225;13,938769;14,062954;13,804475;1,010056;1,019055;1,000324;-0,720695;-120,126116;119,643537;Barra 1225;14,021349;14,146272;13,888142;1,01604;1,025092;1,006387;-1,204481;-120,618421;119,153616
Barra 1262;13,938754;14,062956;13,804478;1,010055;1,019055;1,000325;-0,720688;-120,126139;119,643558;Barra 1262;14,021334;14,146274;13,888145;1,016039;1,025092;1,006387;-1,204474;-120,618444;119,153636
Barra 1261;13,93871;14,062963;13,804489;1,010051;1,019055;1,000325;-0,720669;-120,126204;119,643616;Barra 1261;14,02129;14,146281;13,888156;1,016036;1,025093;1,006388;-1,204455;-120,618509;119,153695
Barra 1205;13,938836;14,062943;13,804459;1,010061;1,019054;1,000323;-0,720725;-120,126015;119,643447;Barra 1205;14,021417;14,146261;13,888125;1,016045;1,025091;1,006386;-1,20451;-120,61832;119,153526
Barra 1227;13,938835;14,062943;13,804459;1,010061;1,019054;1,000323;-0,720725;-120,126016;119,643448;Barra 1227;14,021416;14,146262;13,888126;1,016045;1,025091;1,006386;-1,204511;-120,618321;119,153527
Barra 1199;13,939106;14,0629;13,804394;1,01008;1,019051;1,000318;-0,720844;-120,125608;119,643084;Barra 1199;14,021689;14,146218;13,88806;1,016064;1,025088;1,006381;-1,20463;-120,617913;119,153163
Barra 1164;13,939158;14,062892;13,804382;1,010084;1,01905;1,000318;-0,720867;-120,12553;119,643015;Barra 1164;14,02174;14,14621;13,888048;1,016068;1,025088;1,00638;-1,204653;-120,617835;119,153094
Barra 1200;13,939153;14,062893;13,804383;1,010084;1,01905;1,000318;-0,720867;-120,125537;119,643022;Barra 1200;14,021736;14,146211;13,888049;1,016068;1,025088;1,00638;-1,204653;-120,617842;119,153101
Barra 1137;13,939247;14,062878;13,80436;1,01009;1,019049;1,000316;-0,720906;-120,125396;119,642896;Barra 1137;14,02183;14,146196;13,888027;1,016075;1,025087;1,006379;-1,204692;-120,617701;119,152975
Barra 1174;13,939245;14,062878;13,804361;1,01009;1,019049;1,000316;-0,720906;-120,125399;119,642898;Barra 1174;14,021828;14,146196;13,888027;1,016075;1,025087;1,006379;-1,204692;-120,617704;119,152977
Barra 174;13,95837;14,062809;14,08733;1,011476;1,019044;1,020821;-0,327879;-120,420842;119,865804;Barra 174;14,041058;14,14612;14,17272;1,017468;1,025081;1,027009;-0,811582;-120,913256;119,375881
Barra 1108;13,939785;14,062792;13,804232;1,010129;1,019043;1,000307;-0,721144;-120,124586;119,642174;Barra 1108;14,022371;14,14611;13,887897;1,016114;1,02508;1,006369;-1,20493;-120,616891;119,152252
Barra 1084;13,939608;14,062376;13,806636;1,010117;1,019013;1,000481;-0,717623;-120,127908;119,643935;Barra 1084;14,022193;14,145691;13,890316;1,016101;1,02505;1,006545;-1,201408;-120,620214;119,154014
Barra 1114;13,93961;14,06238;13,806621;1,010117;1,019013;1,00048;-0,717645;-120,127889;119,643941;Barra 1114;14,022195;14,145695;13,890301;1,016101;1,02505;1,006544;-1,20143;-120,620194;119,15402
Barra 187;14,023072;14,062283;14,125303;1,016165;1,019006;1,023573;-0,192028;-120,359726;119,835557;Barra 187;14,085847;14,125035;14,18989;1,020714;1,023553;1,028253;-0,587774;-120,761922;119,434318
Barra 1063;13,939195;14,061425;13,812149;1,010087;1,018944;1,00088;-0,709558;-120,135533;119,647981;Barra 1063;14,021778;14,144734;13,895863;1,016071;1,024981;1,006947;-1,193342;-120,62784;119,15806
Barra 198;14,022082;14,061405;14,12495;1,016093;1,018942;1,023547;-0,19217;-120,36113;119,835318;Barra 198;14,084853;14,124154;14,189535;1,020641;1,023489;1,028227;-0,587916;-120,763325;119,434079
Barra 1083;13,9392;14,061401;13,812154;1,010087;1,018942;1,000881;-0,709524;-120,135534;119,647947;Barra 1083;14,021782;14,14471;13,895868;1,016071;1,024979;1,006947;-1,193307;-120,627841;119,158026
Barra 206;14,022086;14,061385;14,124954;1,016093;1,018941;1,023547;-0,19214;-120,361131;119,835289;Barra 206;14,084857;14,124133;14,189539;1,020642;1,023488;1,028227;-0,587886;-120,763326;119,434049
Barra 214;14,022102;14,061318;14,124965;1,016094;1,018936;1,023548;-0,192052;-120,361102;119,83519;Barra 214;14,084873;14,124067;14,18955;1,020643;1,023483;1,028228;-0,587798;-120,763297;119,43395
Barra 1169;13,939113;14,061118;13,814722;1,010081;1,018922;1,001067;-0,705919;-120,139138;119,651477;Barra 1169;14,021695;14,144425;13,898451;1,016065;1,024958;1,007134;-1,189701;-120,631447;119,161557
Barra 1191;13,939116;14,061123;13,814704;1,010081;1,018922;1,001065;-0,705946;-120,139115;119,651485;Barra 1191;14,021698;14,14443;13,898433;1,016065;1,024959;1,007133;-1,189729;-120,631423;119,161565
Barra 1204;13,939117;14,061124;13,814698;1,010081;1,018922;1,001065;-0,705954;-120,139107;119,651488;Barra 1204;14,021699;14,144431;13,898427;1,016065;1,024959;1,007132;-1,189737;-120,631415;119,161567
Barra 1148;13,939085;14,061078;13,814889;1,010079;1,018919;1,001079;-0,705667;-120,139359;119,651403;Barra 1148;14,021667;14,144385;13,898619;1,016063;1,024955;1,007146;-1,18945;-120,631667;119,161482
Barra 1175;13,939091;14,061086;13,814856;1,010079;1,018919;1,001077;-0,705716;-120,139316;119,651417;Barra 1175;14,021673;14,144393;13,898587;1,016063;1,024956;1,007144;-1,189498;-120,631624;119,161497
Barra 1153;13,939049;14,061026;13,815108;1,010076;1,018915;1,001095;-0,705336;-120,139648;119,651305;Barra 1153;14,021631;14,144333;13,89884;1,01606;1,024952;1,007162;-1,189119;-120,631956;119,161384
Barra 1129;13,939044;14,061019;13,815138;1,010076;1,018914;1,001097;-0,705291;-120,139688;119,651292;Barra 1129;14,021626;14,144326;13,89887;1,01606;1,024951;1,007164;-1,189074;-120,631996;119,161371
Barra 1033;13,938997;14,061008;13,814739;1,010072;1,018914;1,001068;-0,705808;-120,139095;119,649925;Barra 1033;14,021579;14,144315;13,898468;1,016056;1,02495;1,007135;-1,18959;-120,631403;119,160005
Barra 1079;13,939003;14,060984;13,814743;1,010073;1,018912;1,001068;-0,705775;-120,139084;119,649888;Barra 1079;14,021585;14,14429;13,898472;1,016057;1,024949;1,007136;-1,189557;-120,631392;119,159968
Barra 1127;13,939015;14,060976;13,815315;1,010074;1,018911;1,00111;-0,705023;-120,139921;119,651209;Barra 1127;14,021597;14,144283;13,899048;1,016058;1,024948;1,007177;-1,188806;-120,632229;119,161289
Barra 1105;13,939005;14,060976;13,814744;1,010073;1,018911;1,001068;-0,705765;-120,139081;119,649877;Barra 1105;14,021586;14,144283;13,898474;1,016057;1,024948;1,007136;-1,189547;-120,631389;119,159956
Barra 1110;13,939014;14,060975;13,815322;1,010073;1,018911;1,00111;-0,705014;-120,139931;119,65121;Barra 1110;14,021596;14,144282;13,899055;1,016058;1,024948;1,007178;-1,188796;-120,632239;119,161289
Barra 1087;13,938985;14,060933;13,815499;1,010071;1,018908;1,001123;-0,704746;-120,140165;119,651131;Barra 1087;14,021566;14,144239;13,899233;1,016056;1,024945;1,007191;-1,188529;-120,632473;119,16121
Barra 1116;13,938985;14,060933;13,815498;1,010071;1,018908;1,001123;-0,704748;-120,140163;119,65113;Barra 1116;14,021566;14,144239;13,899232;1,016056;1,024945;1,007191;-1,188531;-120,632471;119,16121
Barra 1062;13,938942;14,060871;13,815757;1,010068;1,018904;1,001142;-0,704358;-120,140505;119,651016;Barra 1062;14,021523;14,144177;13,899492;1,016052;1,02494;1,00721;-1,18814;-120,632813;119,161095
Barra 1088;13,938943;14,060872;13,815754;1,010068;1,018904;1,001142;-0,704361;-120,140501;119,651016;Barra 1088;14,021524;14,144178;13,89949;1,016052;1,02494;1,007209;-1,188144;-120,63281;119,161095
Barra 1020;13,938899;14,060808;13,816021;1,010065;1,018899;1,001161;-0,703959;-120,140854;119,650898;Barra 1020;14,02148;14,144114;13,899758;1,016049;1,024936;1,007229;-1,187741;-120,633162;119,160977
Barra 172;13,954551;14,060637;14,084507;1,011199;1,018887;1,020616;-0,334462;-120,42652;119,862901;Barra 172;14,037219;14,143937;14,169881;1,01719;1,024923;1,026803;-0,818152;-120,918919;119,372992
Barra 207;14,020876;14,060346;14,124518;1,016006;1,018866;1,023516;-0,192354;-120,362831;119,835036;Barra 207;14,083642;14,12309;14,189101;1,020554;1,023412;1,028196;-0,588101;-120,765026;119,433797
Barra 176;13,953571;14,060239;14,083042;1,011128;1,018858;1,02051;-0,336793;-120,426491;119,86225;Barra 176;14,036232;14,143537;14,168407;1,017118;1,024894;1,026696;-0,820484;-120,91889;119,37234
Barra 180;13,953571;14,060238;14,083043;1,011128;1,018858;1,02051;-0,336792;-120,426491;119,862248;Barra 180;14,036233;14,143536;14,168408;1,017118;1,024894;1,026696;-0,820483;-120,91889;119,372339
Barra 178;13,953462;14,060196;14,08288;1,01112;1,018855;1,020499;-0,337053;-120,426487;119,862179;Barra 178;14,036123;14,143494;14,168244;1,01711;1,024891;1,026684;-0,820744;-120,918885;119,372269
Barra 1028;13,938334;14,05992;13,821872;1,010024;1,018835;1,001585;-0,695566;-120,149016;119,655477;Barra 1028;14,020912;14,14322;13,905644;1,016008;1,024871;1,007655;-1,179346;-120,641326;119,165557
Barra 997;13,938405;14,059908;13,821855;1,010029;1,018834;1,001584;-0,695597;-120,148909;119,655382;Barra 997;14,020983;14,143208;13,905627;1,016013;1,02487;1,007654;-1,179378;-120,641219;119,165461
Barra 191;13,952064;14,059641;14,080791;1,011019;1,018815;1,020347;-0,340392;-120,426435;119,861263;Barra 191;14,034717;14,142935;14,166142;1,017008;1,02485;1,026532;-0,824084;-120,918832;119,371353
Barra 196;13,952061;14,059642;14,080791;1,011019;1,018815;1,020347;-0,340392;-120,426439;119,861268;Barra 196;14,034714;14,142936;14,166142;1,017008;1,02485;1,026532;-0,824084;-120,918836;119,371357
Barra 983;13,938168;14,059351;13,82535;1,010012;1,018794;1,001837;-0,690515;-120,153673;119,657975;Barra 983;14,020745;14,142648;13,909144;1,015996;1,02483;1,007909;-1,174295;-120,645984;119,168055
Barra 1009;13,938139;14,059356;13,825357;1,01001;1,018794;1,001837;-0,690503;-120,153717;119,658014;Barra 1009;14,020716;14,142652;13,909151;1,015994;1,02483;1,007909;-1,174282;-120,646028;119,168094
Barra 1004;13,93817;14,059342;13,825351;1,010012;1,018793;1,001837;-0,690504;-120,15367;119,657962;Barra 1004;14,020747;14,142639;13,909145;1,015996;1,024829;1,007909;-1,174283;-120,645981;119,168042
Barra 204;13,950565;14,059026;14,078507;1,010911;1,01877;1,020182;-0,344008;-120,426346;119,860219;Barra 204;14,033209;14,142316;14,163844;1,016899;1,024806;1,026366;-0,827701;-120,918742;119,370308
Barra 194;13,950565;14,059027;14,078507;1,01091;1,01877;1,020182;-0,34401;-120,426346;119,860221;Barra 194;14,033209;14,142318;14,163844;1,016899;1,024806;1,026366;-0,827703;-120,918742;119,370311
Barra 957;13,937993;14,058905;13,82818;1,01;1,018761;1,002042;-0,686392;-120,157503;119,660061;Barra 957;14,020569;14,142199;13,91199;1,015983;1,024797;1,008115;-1,170171;-120,649815;119,170141
Barra 986;13,937993;14,058905;13,82818;1,01;1,018761;1,002042;-0,686392;-120,157503;119,660061;Barra 986;14,020569;14,142199;13,91199;1,015983;1,024797;1,008115;-1,170171;-120,649815;119,170141
Barra 216;14,019087;14,058774;14,123878;1,015876;1,018752;1,023469;-0,192629;-120,365357;119,834618;Barra 216;14,081844;14,121511;14,188458;1,020424;1,023298;1,028149;-0,588376;-120,767551;119,433379
Barra 229;14,019087;14,058774;14,123878;1,015876;1,018752;1,023469;-0,192629;-120,365357;119,834618;Barra 229;14,081844;14,121511;14,188458;1,020424;1,023298;1,028149;-0,588376;-120,767551;119,433379
Barra 940;13,937803;14,05842;13,831264;1,009986;1,018726;1,002266;-0,681897;-120,161679;119,662333;Barra 940;14,020377;14,141711;13,915094;1,015969;1,024762;1,00834;-1,165675;-120,653992;119,172413
Barra 965;13,937801;14,05842;13,831265;1,009986;1,018726;1,002266;-0,681897;-120,161682;119,662336;Barra 965;14,020375;14,141711;13,915094;1,015969;1,024762;1,00834;-1,165675;-120,653994;119,172416
Barra 185;13,952234;14,058374;14,083663;1,011031;1,018723;1,020555;-0,331835;-120,427307;119,863423;Barra 185;14,034896;14,141668;14,16904;1,017021;1,024759;1,026742;-0,815529;-120,919709;119,373511
Barra 181;13,952252;14,05837;14,08366;1,011033;1,018722;1,020555;-0,331834;-120,427282;119,863399;Barra 181;14,034913;14,141664;14,169036;1,017023;1,024758;1,026742;-0,815528;-120,919684;119,373486
Barra 202;13,948581;14,058239;14,075482;1,010767;1,018713;1,019962;-0,348829;-120,426205;119,858871;Barra 202;14,031213;14,141525;14,160801;1,016755;1,024748;1,026145;-0,832524;-120,9186;119,36896
Barra 210;13,948605;14,058136;14,075499;1,010768;1,018706;1,019964;-0,348693;-120,42616;119,858717;Barra 210;14,031238;14,141422;14,160818;1,016756;1,024741;1,026146;-0,832387;-120,918555;119,368806
Barra 919;13,937626;14,057946;13,834254;1,009973;1,018692;1,002482;-0,677532;-120,165717;119,664522;Barra 919;14,0202;14,141235;13,918101;1,015956;1,024727;1,008558;-1,161308;-120,658031;119,174602
